content,score
aplikasi nya seru banget buat yang mau belajar bahasa inggris di sini aja seru bangetttt 🥰🥰🥰🥰🥰,5
sangat bagus,5
bagus. tpi kok makin lama jd aneh aja. ada unsur LGBT dan ni logo kok jd 3 mata? situ Dajjal?,2
duo u corny ahh 😂😂,1
sangat membantu untuk mengetahui bahasa asing dengan mudah dan seru,5
siip aplikasi nya keren dan bagus tidak hanya seperti belajar melainkan juga seperti bermain game cocok untuk anak anak sd,5
👍🏻👍🏻,5
duolingo nya lucu saat 10 kali berturut turut😘🥰🥰,4
cover matanya kelebihan 1,1
"Halo developer... saya ingin kasih masukan.. menurut saya sistem atau metode pembelajaran yang digunakan Duolingo sudah sangat bagus, tapi sangat disayangkan. faktor yang mempengaruhi kurangnya minat penggunaan Duolingo bukanlah iklan, melaikan video promosi Duolingo super dari pihak Duolingo sendiri yang menjadi masalah, ini layaknya membuat strategi pemasaran yang justru menjadi boomerang bagi pihak Duolingo, karena video tersebut selalu muncul setelah selesai sesi belajar, dan terlalu panjang",3
duolingo kok 3 eyes😰😰😰,1
mantap,5
aplikasi sangat bagus,3
"seruu banget buat belajar kursus sebanyak-banyaknyaaaa, tingkatkan terus ya Duolingoo",5
luar biasa.... bisa mendengar dan menulis dalam satu waktu. ibarat kata menyelam sambil minum susu,5
bagus banget bikin bahasa inggris ku naik,5
kok ngak ada kemarin ada aplikasi duolinggo eh besoknya gak ada gajelas lu,1
"membantu sekali, tapi iklan nya sering muncul 🫩",4
di aku bikin semua materi cepet masuk ke otak soalnya situsnya kayak belajar sambil bermain,5
ini sangat membantu untuk belajar bahasa inggriss,5
bagus,5
Tolong tambahkan bahasa indonesia di bahasa penutur,4
"ini sangat membantu namun mungkin bagi saya ada sedikit baha yang kurang misalnya aku izin ke toilet, lurus, samping, kanan, kiri dan sebagainya tapi ini sangatt bagusss good👌",5
baguss banget,5
ini menyenangkan kan dan gampang ini belajar berbagai cara jadi ini sangat menyenangkan,5
everything was good until you had three eyes- I mean you look like dajjal dude. be normal please,3
bagus banget udah bikin aku fokus dan pintar,5
"mudah di fahami cocok banget untuk pemula teman""",4
okee banget buat aku yang masih kurang paham di bahasa inggris,5
sangaaat seruuuu🤩🤩,5
Bian : bagus buat anak kecil,5
bagus,5
"Cocok buat kalian yg mau belajar bahasa luar, tapi saran aku, tambahin bahasa yg lebih banyak dehh 👅👅 (contohnya bahasa netherlands, aku mau coba pelajari)",5
sangat seru,5
keren,5
sangat bgus,5
"ada unsur lgbtnya,tapi sejauh ini apknya bagus,mungkin bisa di hilangkan saja unsur² igbtnya",3
sangat keren,5
bagus banget ini aplikasinya jadi anak bisa menjadi pintar belajar bahasa Inggris karena aplikasi ini😁👍🏻👍🏻,5
aplikasi yang sangat bagus untuk pembelajaran,5
bagus,5
"apaansi logonya kaya gitu, udah unsur LGBT, skrng unsur apalah itu, serem dan aneh, aneh-aneh aja heran, bukannya upgrade jadi lebih baik malah jadi lebih busuk, iklan banyak, jawaban bener dibilang salah",1
my love,5
"mantap bisa belajar berbagai bahasa dengan mudah, Thanks",5
aku suka sekali di apk ini,5
keren,5
sangat baik,5
aplikasi ini sangat membantu ku untuk mempelajari bahasa inggris 😁👍,5
aplikasi belajar bahasa inggris yang sangat menyenangkan,5
setelah update kok latihan Hiragana dan Katakana menghilang yaa....,3
"Kamu kenapa bermata tiga, Duolingo?",5
terimakasih udah bantu aku dalam belajar bahasa,5
bagus untuk belajar Mandarin,5
sangat bagus,5
nice aplication,5
bagus,4
good aplikasi,5
sangat puas,5
bagus sekalii tapi sayang banyak iklan nya,5
senang belajar di douling sangat membatu untuk pemula belajar bahasa jepang 🤝🔥🫡💪,5
"terimakasih banyak, sangat membantu🙏🏻",5
bagus banget dengan ini saya bisa berbahasa Inggris dan juga bisa berteman wahh,5
bagus banget kamu duolingo pas main musik seru banget,5
nice yak,5
kembalikan fitur mengganti profil dari galeri.,1
game ini bagus bisa buat belajar,5
belajar b.inggris seru recommended utk pemula seperti aku😍,5
"aplikasi ini bagus banget, akhirnya aku lumayan bisa bahasa Inggris",5
duolingo sangat bagus dan membantu kita belajar bahasa yang kita inginkan.,5
males sekarang mata nya jadi 3 kek djjal,3
aplikasi ini sangat seru untuk belajar bahasa,5
asyiek belajar bhs Inggris,5
keren,5
bagus untuk yang baru belajar..,5
sangat membantu,5
bagus bangetttt,5
mantap,5
i like it🤍🤍🤍🤍🤍,5
kerenn bgtt sukaa,5
"aku sangat suka, dan ada juga yang menghibur, kalo ada ini belajar makin seru, asikkk",5
anything for the international huzz,5
bagus,5
bagus mudah di mengerti saya beri 2 bintang dulu karena baru belajar baru mulai tunggu aja dulu nanti kalo udah bisa saya berikan 5 bintang,2
"saya kasih bintang lima karena sangat membantu saya belajar bahasa,tapi iklanya terlalu banyak, sehingga terkdang jadi kelamaan buat nunggu",5
baguss dann baikk,5
sangat bagus sekali materi sangat cocok mudah diresapi,5
perfetto,5
"apknya membantu banget sih, mudah dipahami, cara penyampaian nya mudah diingat, ga gampang bosen juga belajarnya, dan serasa belajar sambil main game gituu, favv dehhh :›",5
Game nya bagus👍🏻👍🏻👍🏻 Harus kalian cobain🤩🤩🤩,5
bagus buat belajar,5
aplikasi bagus,5
sangattt baguss saya sukaaaa,5
bagus banget,4
aku jadi bisa bahasa inggris karena aplikasi ini,5
keren,5
aku sangat menyukainya karna aku bisa belajar lebih,5
"sangat memudahkan untuk belajar, mudah dari segi penggunaan dan pemahaman, diberikan level yang bisa kita tentukan mulai dari level tidak tau apa apa sampai ingin melancarkan saja mantap pokoknya",5
buaaagussss polllll,5
"BAGUUSS jadi bisa belajar bahasa dengan asyikk, seperti main game",5
aplikasi ini bener bener bagus dan bisa bantu aku buat belajar bahasa inggris kualitas nya bener bener bagus dan ngertiin kita banget waktu pertama kali aku pakai duolingo ku kira kalo aku jawaban nya ada yg salah Gak bisa di koreksi ternyata bisa pokok nyo the best deh buat duolingo bener bener PERFECT 😭✨✨✨✨💗💗💗💗💗 I LOV U duolingo 💗💗💗✨✨,5
bagus apk nya sangat membantu,5
"Masyaa Allah aplikasi ini sangat membantu sekali, mudah dipahami dan di hafalkan.terima kasih duolingo",5
"aplikasi nya bagus banget, apalagi bahasa Jepang nya!",5
saya sangat terbantu,5
menarik,5
cocok buat yang pengen belajar English dari yg basic sampai susah. Pelajarannya juga bertahap.,5
sangat berguna untuk aku itu buat kerja nanti kalo udah besar wkwkwk seru loh wajib download oh iya disini bisa dapetin duolingo super yang gratis loh wajib download sih sekian terima kasih,5
"sangat baik, melatih bhs inggris saya🫶",4
topik percakapannya kadang tentang LGBT,1
aplikasinya sangat membantu sekali jadi saya bisa tau beberapa kata yang sya kurang tau jadi sekarang kalau saya mendengarkan pembicaraan antara sesama turis saya jadi sedikit lebih faham apa yang sedang mereka bicarakan terimakasih duolingo,5
penggunaan aplikasi duolingo merupakan aplikasi yang tepat bagi pembelajaran bahasa inggris. aplikasi ini sangat tepat bagi kami yang baru memulai belajar bahasa inggris. terimakasi .,5
"aku sukaa, soalnya pelajarannya mudah dan tidak sulit 🤞🏻🌷",5
"nice apps,i study English for this thanks sir",5
Perbaiki lah gak bisa di pencet yg soal lengkapi kalimat ini,2
why there's no thailand 😞,3
keren,5
kereennn.. belajar mudah dan menyenangkan,5
"support kaum lagibete, protect your children guys ❤️",1
seru banget sangat membantu,5
ts game is the best twin🤣🤣✌️✌️,5
jangan sedikit maksa soal nya saya harus pergi sekolah 😭🙏,5
bagussss,5
😎👍kerenn,5
bagus!,5
good apk,5
sangat bagus,5
tolong logo aplikasi ini jangan bermata 3 karna agak aneh melihat nya,1
Mantap 🙌🙌🙌,5
bagus untuk belajar bahas!,5
seru banget kyk lagi belajar main game✨️✨️,5
bagus sih cuman kalo ada hatinya atau nyawanya gw jadi gak semangat walaupun gw tau ini cuman belajar bahasa doang🗿👍👍,4
seru soalnya ada api yang harus aku jaga kalo aku sama temen aku bikin api mati terus aku yang matiin si heheheh 🤪🤪🙏🏻🙏🏻🙏🏻 semangat doulingo buat terus update dan meningkatkan kemampuan yang baru belajar,5
aplikasi nya bagusss memudahkan kita utk belajar bahasa Inggris 🤩🤩,4
tooooooo much ads and hearts recovery are tooooooo long,2
"mudah di pahami, luv u Duolingo",5
bagus,5
kenapa harus mata 3 si?,1
apk nya bagus banget tapi tolong kata kata nya jangan itu itu aja ya biar lebih banyak kata kata asing yang kita tau tapi sisa nya udh bagus kok dari pilihan negara nya udh bagus bngt itu cuma kata kata nya aja yg perlu di banyakin lagi makasi,4
bagus rek,5
sebenernya oke bgt cuma kayanya LGBT friendly...,4
asik,5
Baik,5
i'm scared,5
duolingo dukung lgbt(dari apa yang aku baca baca),1
bagus untuk belajar matematika saya tapi saat saya mau keluar kok duo nya nangis gitu jadi kasian,5
good job and woww best,5
bisa belajar bahasa apapun 👍,5
saya jadi bisa berbahasa Inggris?,5
seru sih bisa menambah pengetahuan keren sih nih apk,5
Karena bisa belajar b inggris dan menyelamatkanku dari ulangan🗿🗿,5
apk yg seru dan menarik,4
seruuu banget,5
Good,5
bagus 👍,5
"DUOLINGO ini bagus dan bisa membuat anak menjadi pintar untuk mempelajari semua bahasa negara yg tidak bisa di pelajari. tapi dengan adanya DUOLINGO semua pasti bisa karena itulah kenapa saya beri rating 5 karena, bagus untuk semua yg mempelajari semua bahasa",5
"BAGUSSSSS BANGETTTTTTT!!!!😍😭 buat kalian yang mau belajar bahasa, cepet download apk iniii, rekomenn bangettt🥺 walaupun ada iklannya, tapi durasi iklan nya itu pendekk²😭 pokoknya Duolingo memang yang TERBAIKKKK🔥😍",5
bagus sekaliiiii,5
plzz dah aplikasi ini bikin aku jadi pintar bahasa inggris 😭🙏🙏,5
dapat belajar sambil bermain dan pokoknya worth it banget lah wajib di coba,5
BAGUS,5
seru agak bosan dikit,5
aplikasi ini sangat bagus untuk belajar bahasa terimakasih duolingo sudah mau ada di tubuh kita semua,5
ini bagus sekali Duolingo ini yang terbaik👍💯,5
gambar apk nya kok gitu,5
Baik untuk belajar,5
"mantap,dan seru",5
Bagus banget walaupun belom coba :3,5
aplikasi yang sangat membantu,5
Aplikasi ini sangat bagus cocok buat yang mau belajar bahasa Inggris,5
"kadang suka ada pertanyaan berbicara, aku udah ngomong tapi malah di salahin",4
keren,5
sangat membantu dengan adanya aplikasi Duolingo,5
setelah menggunakan aplikasi ini aura +1000 🔥🔥,5
"hmmmmmmm, kurangin iklan nya dong cape nih nonton mulu di suruh belajar apa nontonin iklan",1
peduli Dengan Pelajaran membuat anak bangsa makin Giat Belajar Dengan ke Seruan Cara belajar Nya,5
"App nya punya banyak bahasa tapi justru itu kekurangannya (menurut saya), karna walaupun punya banyak bahasa, itu semua gabisa dipelajari terlalu dalam. Untuk bahasa Mandarin lebih ke mengulang pelajaran SD - SMP kelas 2 (kosakata yang dipelajarin di SMP pun cuman sedikit yang keluar). Menurut saya, lebih baik belajar si Chinesia Maaf, tapi waktu saya habis di app ini.. tanpa ada kemajuan sama sekali 👋🏽",2
bagussss bangt apk nya sya sangat suka karna berguna banget pokonya dualingo the best dehh,5
"I Miss the time where we could get our heart back by practicing, it's gone now. and then the ADs... dont even start. This app has gone straight downhill and it need correction a Good Correction. Thank you for ruining the experience of user around the world. Get Better",1
cocok untuk pemula,5
ini sangat membantu dan bisa belajar lebih banyak bahasa Inggris,5
fitur barunya asik kaya dengerin podcast 😍,5
mendukung LaGiBeTe😔,4
geloo 🤙,5
Oke,5
doulingo sangat membantu dan seru,5
sangat membatu sy di umur 41 untuk belajar bhs inggris trimakasi,5
Belajar yang sangat menyenangkan,5
"mantap, belajar bahasa Inggris menjadi lebih gampang dan juga seru",5
bagus sekali,5
bagus bgt,5
baik sekali,5
nicee,5
gatau deh intinya bagus,5
Aplikasinya sangat bagus 👍,5
"jangan didownload, logo aplikasinya saja begitu .. seolah² ini mengajak kita untuk join kepada suatu sekte guys, saya sarankan jangan download!!",1
ada unsur penyuka sesama jenis dalam game ini,3
"very good. the teaching is according to the review for kindergarten to elementary school, my child likes it, hurry up and download it",5
bagus banget,5
"sukaaa bgt sama apk ini, sangat membantu untuk meningkatkan bahasa inggris😍😍😍😍😍😍😍😍",5
very exciting and can also learn English,5
apknya keren bangett🤩 sangat membantu👊,5
waw ini sangat seru banget,5
belajar dengan duolingo sangat seru,4
DUOLINGO SLAYYYY,5
maaf ini apk nya engga jelas banget icon nya gonta-ganti Mulu iya sih emg bukan apk buatan gua tapi gua merasa aneh gitu lohh ya kan kebanyakan apk engga Gonta ganti icon okehh makasih maaf sekali lagii,1
belajar adalah mencari ilmu.tidak menonton iklan,4
Nice,5
saya senag belajar di duolingo,5
"bisa lancar bhs inggris,dan belajar lebih mudah",5
bisa membuat waktu ku tidak terbuang² sia - sia 😎😎😎😎,4
b aja,1
aku sangat suka mempelajari bahasa inggris sampai saat ini duolingo aku anggap sebagai guru bahasa inggris,5
aku streak 355,5
Duolingo sangat membantu bahasa ku bikin pemudah diri dengan pelajaran ku,5
Aplikasiny bagus..dh itu ajh maksihhh,2
I have become more fluent in English since playing this game.,5
Sangat Bagus kalian wajib download,5
"saya jadi bisa mengetahui banyak kosakata dalam bahasa inggris,i lopyuu duoo",5
membantu nilai pembelajaran😁,5
aku jadi pinter b.inggris,5
saya lebih mudah memahami bahasa,5
"it is good apk, but it's contain LGBT. Can you change it please, because my younger sister and my little cousin use doulingo too. And i think lots of kids use it. I am sorry if my English is bad, I am still learning",1
tolang beri bahasa russia di bahasa Indonesia,5
membuat saya tau,5
sangat bagus untuk pemula,5
menambah wawasan,5
bagus bisa buat anak belajar bahasa di seluruh dunia 🌎,5
bagus,5
developer tolong dong secepatnya masukin belajar kanji di bahasa jepang saya kalau pakai bahasa inggris kurang cekatan jadi tolong sekali untuk belajar menulis dan menghafalnya di adakan secepatnya sebab itu sangat membantu saya dalam belajar bahasa jepang terima kasih,4
sangatt membantuuu😍😍,5
ada soal berbau lgbt.,1
"bagus, mantep ampe lancar aku bhs Inggris nya karena ini tapi aku di suruh belajar mulu",4
baik,5
bagus bangeert sangat efektif,5
"apk nya bisa buat belajar,seru bgtt apk nyaa,candu oyy,trs kayak nyalain streak",4
aplikasinya bagus bgt.,5
ʙᴀɢᴜs sɪʜ ᴛᴀᴘɪ ᴋᴀʀɴᴀ ᴘᴀᴋᴀɪ ʜᴀᴛɪ ᴊᴀᴅɪ ɪᴛᴜʟᴀʜ ʏɢ ʙᴜᴀᴛ ɢᴋ ᴇɴᴀᴋ ᴡᴀʟᴀᴜᴘᴜɴ ᴋɪᴛᴀ ʙɪsᴀ ʙᴇʟᴀᴊᴀʀ ᴍᴇɴᴅᴀᴘᴀᴛᴋᴀɴ ɴʏᴀ ʜᴀʀᴜs ᴅɪ ʟᴀᴛɪʜ ᴜᴅᴀʜ sɪʜ ʙᴇɢɪᴛᴜ sᴀᴊᴀ ʏɢ sᴀʏᴀ ᴛᴀɴʏᴀᴋᴀɴ ᴋᴇ ᴘᴀᴅᴀ ᴋᴀʟɪᴀɴ sᴇᴍᴜᴀ ✌,4
bagus sekali aku suka,5
kenapa ya mata duolingo jadi tiga gini ya,5
seru banget,5
seruuu,5
mudah dan menyenangkan,5
baguss,5
seperti bermain game sambil belajar,5
mantap euyy,5
aku bisa 📚✏ bahasa inggris,5
Sangat menyenangkan!,5
malas main ini kalah kurang hati tenan,1
seru banget aku jadi tau bahasa Inggris,5
anjir ko logo nya gituh,3
app ini berguna bgt!🤗 enak di gunakan tapi saya kurang bagus jika ada iklannya tolong dong untuk owner di kurangin lagi😌🙏🏻 tapi saya sudah bagus dengan app nya...sekian terimakasih🙏🏻💫,5
"Bagus banget,bener bener ampuh sih kalo belajar di sini tuh karakter karakternya juga ramah untuk anak🙆‍♀️✨️🩷",5
"ini Duolingo bagus bgt bikin jadi pinter bahasa Inggris, dan tmen tmen ku pda nyain ""kok kamu jago bahasa Inggris nya? "" ku jawab pake Duolingo, INI GAME PLING DE BEST",5
mantap cepat mengerti bhs inggris,2
aplikasi ini sangat berguna,5
aplikasi nya bagus banget dan bisa belajar bahasa apapun,5
ini sangat hebat semua orang harus mencobanya,5
anying jadi dajalingo gini😭😭 matanya 3 cokkkk sumpah kaget gw😭😭🙏,1
saya sangat senang karena saya mulai bisa bahasa inggris,5
sangat bagus sekali!,5
"bagus utk pemula, dan utk anak sekolah tingkat rendah",5
ok si,5
seru dan bikin pinter belajar bahasa dunia🥰🥰,5
aplikasi yang sangat bagus aku jadi bisa bahasa inggris dan lain²♥️♥️,5
"mantap, terimakasih",5
pelajaranya gampang nge buat anak jadi suka belajar,5
"sangat bagus, tp hati nya dikit..",5
langsung bisa sedikit aku suka banget sumpahhhhhhhhhhhhh,5
ada apa dengan Duolingo?,5
seru sihh....tapi yg gak aku suka aku baru pulang sekolah udah disuruh belajar capekkk...😮‍💨 tapi its okay lah baguss jadi aku bisa lumayan pinter beberapa kata yg gak ada di sekolah ku 🫠,4
gambarnya kok kyk Dajal?,1
"bagus aplikasinya dan sangaatttt bermanfaat tapi ada masalah pas aku nyoba berlangganan max, aku cuma coba-coba trus mau tak batalin eh gabisa di batalin sampe sekarang trus aku bingung harus ngapain :(((((",5
aplikasi nya bagus 👍🏼👍🏼,5
"𝘢𝘱𝘭𝘪𝘬𝘢𝘴𝘪 𝘯𝘺𝘢 𝘣𝘢𝘨𝘶𝘴 𝘣𝘢𝘯𝘨𝘦𝘵, 𝘤𝘰𝘤𝘰𝘬 𝘣𝘶𝘢𝘵 𝘣𝘦𝘭𝘢𝘫𝘢𝘳 𝘣𝘦𝘳𝘣𝘢𝘨𝘢𝘪 𝘣𝘢𝘩𝘢𝘴𝘢 𝘥𝘢𝘯 𝘭𝘢𝘪𝘯 𝘯𝘺𝘢, 𝘱𝘢𝘴 𝘱𝘢𝘬𝘢𝘪 𝘢𝘱𝘭𝘪𝘬𝘢𝘴𝘪 𝘪𝘯𝘪 𝘫𝘢𝘥𝘪 𝘳𝘢𝘫𝘪𝘯 𝘥𝘦𝘩",1
ini logonya kok berubah jadi mata 3 njir?,5
i loavv duolingo tp kok skrg matanya ada nambah di tengah.....,4
aplikasi yang bagus,5
good,5
saya sangat suka karna itu saya dapat nilai 1oo bahasa Inggris di sekolah,5
"Duolingo yang dulu lebih bagus dri yang skrng, dulu klo salah jawab nya bisa ngulang berkali kali, tpi knapa skrng harus isi nyawa😓. Itu yg ngebuat saya menjadi kurang efektif belajar di Duolingo, kalo bisa waktu pemulihannya di percepat",1
mantap ini bisa bikin aku paham 👍👍👍,5
"baru 2 hari belajar, sepertinya bagus",4
sangat bagus buat yg mau belajar bahasa inggris,5
"lumayan bagus, tapi ada minus",4
maaf ini bukan dari dalam aplikasi tapi kenapa sekarang duolingo punya 3 mata coook🗿🗿🗿😮,4
sangat membantu dalam belajar berbagai bahasa saya suka dengan aplikasi iniii💗💗,5
SERU BANGETT,5
fun way to learn english!!,5
good aplikasi..nice,5
"saya jadi lebih pantar, aplikasi ini membuat kita tau semua bahasa ayo cepat downald aplikasi ini sekarang juga ☺️☺️saya sangat suka sekali belajar dengan aplikasi ini.",5
sangat bermanfaat,5
good,5
bagus,5
"bisa menambah pendidikan,makasi duolingo!",4
bagus banget dan juga bisa ganti ganti bahasa,5
aku suka banget Duolingo itu belajar tapi aku rasa seperti bermain terus bisa merasakan tengking 1 walau bukan di sekolah..,5
"It's fun, I can learn some languages",4
sangat bagus untuk melatih bahasa aku sampai dapat 100 bahasa inggris 🤩🤩🥳🥳,5
this application good for learn to speak English..thanks,5
Tambahkan pelajaran kimia dong,5
bisa di pelajari umur 1 sampai mana pun juga boleh yang penting belajar dulu sekian terimakasih 😁,5
sangat membantu belajar bahasa Inggris dengan mudah❤️❤️❤️,5
seruu banget jadi belajar sambil bermain,5
sukak..mudah step step nya,5
luar biasa,5
"saya memiliki pengalaman buruk dimana langganan aplikasi di lakukan oleh adik saya jadi ketika saya mengisi saldo tiba tiba terpotong, saya sudah mengajukan pengembalian tetapi dari pihak developer tidak ada balasan apapun, sangat benar benar buruk",1
aplikasi ini sangat bagus untuk belajar bahasa asing,5
cocok untuk belajar bahasa inggris dari TK looo,5
"Aplikasinya membantu, tapi kenapa tiba-tiba bab pelajaran bahasa Chinese saya lompat bab? Saya tidak bisa menemukan bab terakhir saya dan kesulitan untuk belajar!!!",1
very nice 😄👏🏻,5
"Akuu belajar banyak bahasaa, dan sekarang aku sudah bisa mengobrol sedikit demi sedikit dengan bahasa yang aku pelajari",5
Aplikasi yang sangat menyenangkan dan bagus... aku sangat senang bisa belajar bahasa Inggris di Duolingo... walaupun harus setiap hari ..kalau tidak bisa turun level ku..😀🥲,5
keren semoga tidak berbayar kedepannya ya,5
sangattt Perpesional,5
"aplikasi sangat bermanfaat dan menarik, harapan saya semoga iconnya bisa diganti dengan gaya lain, selain mata tiga karena itu cukup mengganggu.",5
Nice Application for the study english,5
akhirnya saya bisa belajar bahasa seharusnya ajarkan huruf dan angka baru kalimat,4
sangat mudah di paham,5
gamenya baguss tapi please kurangin iklannya dongg,2
"memudahkan banget buat yg mau belajar bahasa asing, selain itu juga ada ranking buat motivasi kita agar lebih semangat",5
kenapa profilnya matanya ada 3😹😹,1
bagus banget untuk belajar bahasa lain,5
bagus muda di pahami,5
bagus untuk belajar bahasa asing,5
sangat bagus dan menyenangkan,5
bagus banget wok😹,5
"bagus, sebulan full main duolingo dan pada saat melaksanakan ujian tengah semester saya bisa dapat nilai 80 berkat belajar di duolingo",5
ini sangat jenius dan bagus,5
"sumpah gue kasih bintang 1 karena soalnya kursus di matematika sering banget bug, kesel banget gue padahal itu udah bener jawabannya 💩🤬🤬",1
"bagus seru,, tapi saran saya adakan uji coba berbahasa Inggris atau lainnya",4
bagus banget sih aku sekarang ini ada beberapa hal yang paling seru,5
"itu rank gw di liga emas tapi di profil gw kok keterangan nya perunggu mas , nguwawor cik",3
"apknya bagus utk belajar bahasa asing, tp BHS indonya remed, saran saya belajar BHS indonesia lagi sana",3
"tolong kembalikan uang sya.,uang sya terpotong dri akun DANA sya 532800 tanpa konfirmasi dan persetujuan dari saya tiba"" lngsung di ambil begitu saja.,tlong uang itu sangat berharga untuk saya 😭😭🙏",3
karena membuat ku menjadi pintar,5
duo lingo baik lucu pokok nya aku suka sabar lagi padahal aku latihan ninggalin mulu,5
ada kesalahan dalam kursus bahasa inggris saya.,4
duolingo adalah aplikasi terbaik yg bisa belajar berbagai bahasa mksh duolingo karna kamu nilai bahasa inggris ku bagus semua,5
bagus,5
belajar sambil bermain...,5
mantap,5
bisa menfaat kan waktu yang kosong dengan belajar,5
saya menyukai aplikasi nya saya bisa belajar dengan giat sekarang,5
Sangat berguna membuat nilai ulangan bahasa Inggris saya mendapat nilai 100,5
saya berharap duolingo bisa memimpin saya dengan baik sampai bisa menjadi lancar belajr bahsa inggris,5
bagus,5
Bagus banget aplikasinya untuk melatih pengetahuan bahasa,5
bagus banget suka,5
cool,5
apk yang ku rekomenin buat kalian yang baru belajar bahasa inggris sih🤭,5
aku terbantu untuk belajar bahasa yang aku inginkan terimakasih banyak duolingo 👍,5
duolingo punya 3 mata jir cakep bg keren tepuk tangan prok prok prok,5
aplikasi yang sangat memabantu dari segi bahasa dasar,5
keren,5
belajar lebih menyenangkan,5
game ini sangat berguna dan keren,5
"game nya bagus banget bisa belajar banyak bahasa , dah kasih rating 5 terimakasih Duolingo",5
bagus,5
aplikasi ini sangat membantu,5
aku dapat dengan mudah mempelajari bahasa yang aku pelajari makasih duolingo udah mempermudah belajar saya,5
"BAGUS banget 😭😭, gw Jadi bisa belajar bahasa jepang!!😋",5
seru banget main sambil bisa ngapalin b.inggris dan lebih mudah juga ngapalin nyaa,5
keren dan bagus,1
just a bit laggy... but over all GREAT⭕⭕⭕😘😘😘😋😋😋😋,5
sangat bagus untuk belajar bahasa,5
"Apk nya bagus sih, gratis pula. Sayangnya unsur lg bt nya kuat banget. Ayolah kalian report penyimpangan nya, biar gak ada unsur lg bt nya. saya suka aplikasi ini, tapi di soalnya banyak penyimpangan. Ga nyaman banget belajarnya 😞🥺",1
mantap min,5
bagus 😜😍 bagus dan aku suka sekali,5
"Terumakasih, mendidik sekali",5
sangat membantu skill bahasa inggris saya,5
good,5
mengapa selalu terjadi kesalahan saat saya ingin mengakses super duolingo?,3
bagus sekali,5
Oke banget,5
mantap,5
BAGUSS BANGETTTT,5
saya sangat suka bermain duolingo satu emote buat duolingo ♥️♥️♥️♥️♥️🥰🥰🥰🥰,5
belajar bahasa jepang yang sangat menyenangkan,5
"bagus, dan bikin saya menjadi pintar",5
pelajarannya bagus gak membiarkanmu meremehkan apa yang diajarkan dengan cara memberi soal yang sangat sulit untuk skip pelajaran dasar ini bagus menurutku,5
memudahkan saya belajar bahasa inggris di waktu luang,4
seru dan menanmbah menjadi 👍,4
"baguss, bisaa buat akk belajar lebih rajinn karenaa game nya menarik",5
aku bisa belajar bahasa yang aku inginkan ini sangat keren🤩🤩,5
aku suka banget,5
keren,5
danke,5
good bisa belajar bahasa Inggris,5
seru sekali,5
keren,5
kok matanya jadi tiga??? 😭😭😭🙏🏻,5
good,5
Bisa memahami bahasa lain 👍🏼,5
membantu banget,5
"udh bagus tp plss masa ada unsur lgbt :""",4
menyenangkan💕😍,5
very enjoy,5
sangat membantu belanjar dasar,5
aku sukaa 😘,5
aplikasi yang bagus buat belajar bahasa,5
bagus banget,5
harusnya gada iklan,2
"ini aplikasi really really an amazing apps, ngl... dari score bahasa inggris aku 20 cuma karna ada fitur yang bagus banget yaituu lompat pelajaran ternyata skill bahasa inggris ku bisa langsung naik ke 115!! cumaa ada sedikit unsur LaGiBeTe yang agak annoying menurutku, but overall this apps is so good",5
"disini cuma menghapal dan mempelajari sedikit saja , dan di apk bljr aja knp harus ad yg prem nya?",3
Bagus banget! Tapi kenapa tempatku tidak ada animasinya ya? 🥲,5
keren si ini download aja apalagi beli yang prem,5
"Ini aplikasinya sangat membantu banget, dalam berbagai bahasa kalian bisa mempelajari bahasa asing yang ingin kalian pelajari... cocok untuk pemula sebagian besar cocok jadi rutinitas sehari-hari. Terima kasih Developer sudah menciptakan aplikasi ini untuk belajar ❤️😃",5
Mudah dan menyenangkan,5
Bagus bgt,1
hebat,5
gemnya sangat bagus👍👍👍👍👍👍👍,5
"aplikasinya bagus, sangat menarik dan tidak membosankan, sangat senang belajar bahasa Inggris di duolingo",5
aplikasi yang bagus untuk belajar bahasa,5
saya berharap kursus bahasa jepang nya jangan inggris supaya lebih nyaman dan cocok untuk para wibu ganti ke bahasa Indonesia supaya saya juga bisa paham hehe😁 segitu saja dari saya tolong di respon 🙏🙏,4
bagus banget dan aku makin giat belajar nya😍😍😍😍😍,5
"SANGAT BAGUS UNTUK PENDIDIKAN SANGAT DISAYANGKAN BAHWA, TERKADANG ORANG BERPIKIR BAHWA MENJAGA AGAR API TIDAK PADAM ITU TIDAKLAH MUDAH 😔🙂",4
serem amat logonya matanya ada 3,1
this game is very nice.,5
"what a usefull app, thank you ☺",5
"bagus banget,ini bermanfaat banget bagi yg Baru belajar kaya aku",5
apl nya sangat bagus apalagi untuk para pelajar yang ingin mulai dari awal,5
kenapa apatar jadi mata tiga? aku punya teori kalo Duolingo sebenarnya ikut saranin🤯🫵🪬,5
bagus👍,5
sangat bagus sekali dan mudah di pahami,5
"sangat baguss dan kompoten ,pass aku lupa belajar duolingo selalu ingatin akuu",5
serem banget logo nya,4
"untuk duolingo semangat terus mengembangkan aplikasi ini, dan tolong beri fitur chat dengan teman supaya dpt berinteraksi dengan orang lain secara tulisan😁😁",5
"bosen banget, apalah",1
cara belajarnya seru dan gampang di ingat😁😊🤗,5
aku sukaa!!!,5
ya walaupun mengandung unsur lgbt+ tapi tetep menurut aku ini aplikasi belajar terbaik ^_^,5
mendukung gay,3
